"","GO-Pt1-Baseline","GO-Pt1-C1D1","GO-Pt1-C1D3","GO-Pt1-C1D7","GO-Pt1-C2D1","GO-Pt1-C3D1","GO-Pt1-Final","GO-Pt11-Baseline","GO-Pt11-C1D3","GO-Pt11-C1D7","GO-Pt11-C2D1","GO-Pt12-Baseline","GO-Pt12-C1D1","GO-Pt12-C1D3","GO-Pt12-C1D7","GO-Pt12-C2D1","GO-Pt12-C3D1","GO-Pt13-Baseline","GO-Pt13-C1D1","GO-Pt13-C1D3","GO-Pt13-C1D7","GO-Pt13-C2D1","GO-Pt13-C3D1","GO-Pt14-Baseline","GO-Pt14-C1D1","GO-Pt14-C1D3","GO-Pt14-C2D1","GO-Pt14-C3D1","GO-Pt14-Final","GO-Pt15-Baseline","GO-Pt15-C1D1","GO-Pt15-C1D3","GO-Pt15-C1D7","GO-Pt15-C2D1","GO-Pt17-Baseline","GO-Pt17-C1D1","GO-Pt17-C1D7","GO-Pt17-C2D1","GO-Pt17-C3D1","GO-Pt17-Final","GO-Pt18-Baseline","GO-Pt18-C1D1","GO-Pt18-C1D3","GO-Pt18-C1D7","GO-Pt18-C2D1","GO-Pt18-C3D1","GO-Pt19-Baseline","GO-Pt19-C1D3","GO-Pt19-C1D7","GO-Pt19-C2D1","GO-Pt19-C3D1","GO-Pt2-Baseline","GO-Pt2-C1D1","GO-Pt2-C1D3","GO-Pt2-C1D7","GO-Pt2-C2D1","GO-Pt2-C3D1","GO-Pt20-Baseline","GO-Pt20-C1D1","GO-Pt20-C1D3","GO-Pt20-C1D7","GO-Pt20-C2D1","GO-Pt20-C3D1","GO-Pt21-Baseline","GO-Pt21-C1D1","GO-Pt21-C1D3","GO-Pt21-C1D7","GO-Pt22-Baseline","GO-Pt22-C1D1","GO-Pt22-C1D3","GO-Pt22-C1D7","GO-Pt22-C2D1","GO-Pt23-Baseline","GO-Pt23-C1D1","GO-Pt23-C1D3","GO-Pt23-C1D7","GO-Pt23-C2D1","GO-Pt23-C3D1","GO-Pt24-Baseline","GO-Pt24-C1D1","GO-Pt25-Baseline","GO-Pt25-C1D1","GO-Pt25-C1D3","GO-Pt25-C2D1","GO-Pt25-C3D1","GO-Pt25-Final","GO-Pt29-Baseline","GO-Pt29-C1D1","GO-Pt29-C1D3","GO-Pt29-C2D1","GO-Pt29-C3D1","GO-Pt30-Baseline","GO-Pt30-C1D1","GO-Pt30-C1D3","GO-Pt30-C3D1","GO-Pt31-Baseline","GO-Pt31-C1D1","GO-Pt31-C1D3","GO-Pt31-C1D7","GO-Pt31-C2D1","GO-Pt31-C3D1","GO-Pt31-Final","GO-Pt32-Baseline","GO-Pt32-C1D1","GO-Pt32-C1D3","GO-Pt32-C1D7","GO-Pt32-C2D1","GO-Pt33-Baseline","GO-Pt33-C1D1","GO-Pt33-C1D3","GO-Pt33-C1D7","GO-Pt33-C2D1","GO-Pt33-Final","GO-Pt34-Baseline","GO-Pt34-C1D1","GO-Pt34-C1D3","GO-Pt35-Baseline","GO-Pt35-C1D1","GO-Pt35-C1D3","GO-Pt35-C1D7","GO-Pt35-C2D1","GO-Pt35-C3D1","GO-Pt35-Final","GO-Pt38-Baseline","GO-Pt38-C1D1","GO-Pt38-C1D3","GO-Pt38-C1D7","GO-Pt38-C2D1","GO-Pt38-C3D1","GO-Pt38-Final","GO-Pt39-Baseline","GO-Pt4-Baseline","GO-Pt4-C1D1","GO-Pt4-C1D3","GO-Pt4-C2D1","GO-Pt4-C3D1","GO-Pt40-Baseline","GO-Pt40-C1D3","GO-Pt40-C1D7","GO-Pt42-Baseline","GO-Pt42-C1D1","GO-Pt42-C1D3","GO-Pt42-C1D7","GO-Pt42-C2D1","GO-Pt42-C3D1","GO-Pt42-Final","GO-Pt43-Baseline","GO-Pt43-C1D1","GO-Pt43-C1D3","GO-Pt43-C1D7","GO-Pt43-C2D1","GO-Pt43-C3D1","GO-Pt43-Final","GO-Pt44-Baseline","GO-Pt44-C1D1","GO-Pt44-C1D3","GO-Pt44-C1D7","GO-Pt44-C2D1","GO-Pt45-Baseline","GO-Pt45-C1D1","GO-Pt45-C1D3","GO-Pt45-C1D7","GO-Pt45-C2D1","GO-Pt45-C3D1","GO-Pt45-Final","GO-Pt47-Baseline","GO-Pt47-C1D1","GO-Pt47-C1D3","GO-Pt47-C1D7","GO-Pt47-C2D1","GO-Pt50-Baseline","GO-Pt50-C1D1","GO-Pt50-C1D3","GO-Pt50-C1D7","GO-Pt50-C2D1","GO-Pt50-C3D1","GO-Pt50-Final","GO-Pt51-Baseline","GO-Pt51-C1D1","GO-Pt51-C1D3","GO-Pt51-C1D7","GO-Pt51-C2D1","GO-Pt51-C3D1","GO-Pt51-Final","GO-Pt52-Baseline","GO-Pt52-C1D1","GO-Pt52-C1D3","GO-Pt52-C1D7","GO-Pt52-C2D1","GO-Pt52-C3D1","GO-Pt52-Final","GO-Pt53-Baseline","GO-Pt53-C1D1","GO-Pt53-C1D3","GO-Pt53-C1D7","GO-Pt53-C2D1","GO-Pt54-Baseline","GO-Pt54-C1D1","GO-Pt54-C1D3","GO-Pt54-C1D7","GO-Pt54-C3D1","GO-Pt54-Final","GO-Pt6-C1D1","GO-Pt6-C1D3","GO-Pt6-C1D7","GO-Pt6-C2D1","GO-Pt6-C3D1","GO-Pt7-Baseline","GO-Pt7-C1D1","GO-Pt7-C1D3","GO-Pt7-C1D7","GO-Pt7-C2D1","GO-Pt9b-Baseline","GO-Pt9b-C1D1","GO-Pt9b-C1D3","GO-Pt9b-C2D1","GO-Pt9b-C3D1","GO-Pt9c-C1D3"
"d__Archaea;  p__Euryarchaeota;  c__Methanobacteria;  o__Methanobacteriales;  f__Methanobacteriaceae",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,934,1123,4043,767,499,1721,15,52,0,428,0,0,0,0,0,0,0,0,0,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,312,2392,132,736,864,381,164,53,93,209,199,95,572,0,0,0,0,0,15,561,907,522,282,433,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46,0,0,0,21,1000,239,0,0,0,0,0,0,0,0,0,0,0,0,0,0,745,521,354,126,198,19,17,36,5,0,0,0,0,0,0,0,0,191,338,982,384,817,560,541,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,74,223,340,201,41,155
"d__Bacteria;  p__Firmicutes;  c__Clostridia;  o__Oscillospirales;  f__Ethanoligenenaceae",0,0,14,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,14,75,14,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,0,8,7,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,13,0,0,0,0,146,43,68,66,7,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,4,0,6,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,11,8,0,0,0,0,0,0,0,0,0,0,0,0,0
"d__Bacteria;  p__Firmicutes;  c__Clostridia;  o__Oscillospirales;  f__Oscillospiraceae",1428,1613,3213,88,3648,444,881,203,370,155,299,444,554,819,764,609,39,3003,5416,2368,3028,2485,1734,2982,7864,3045,4962,2388,1609,13117,22293,6095,5756,6987,733,840,663,1998,74,0,513,1114,1470,179,396,559,2072,2861,2842,8346,3174,21,80,0,0,19,239,126,5732,1060,1238,900,1625,1137,510,228,548,1146,1159,379,119,542,630,1027,36,316,774,874,2870,7900,480,1621,2513,1423,1215,792,1431,1041,1676,1175,4265,3294,1220,464,2372,192,520,2701,5969,2023,966,4421,202,518,841,109,337,642,853,1700,592,1145,564,0,0,0,21,8,0,205,21,255,154,120,292,149,200,432,119,559,0,1617,6099,2336,2590,2609,1292,5369,984,2118,164,1110,126,1079,24,224,422,119,203,235,56,378,22,4080,1936,919,1794,1753,777,342,469,391,543,451,112,0,0,0,0,0,845,803,1383,907,2067,2244,2455,325,287,407,331,125,551,16,724,597,717,460,207,30,17,495,504,455,959,498,263,589,1456,726,295,129,1344,3410,3112,2295,733,1958,424,518,6159,56,594,1382,1715,572,1013,523
"d__Bacteria;  p__Firmicutes;  c__Clostridia;  o__Oscillospirales;  f__Oscillospirales",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,92,21,70,112,59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,5,0,16,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0
"d__Bacteria;  p__Firmicutes;  c__Clostridia;  o__Oscillospirales;  f__Ruminococcaceae",14307,6909,17670,11470,22509,3254,5098,13044,13091,13788,9779,23754,16511,19647,23380,23543,21776,19254,39120,15869,18708,17126,11255,14891,45463,21650,29773,22174,6477,12536,6736,4034,1709,2890,17461,18997,19459,21126,2725,20,799,394,788,686,190,1042,14740,25499,16740,23895,6772,6834,9047,1442,1886,141,6808,1974,27810,6058,7253,7414,8305,22231,19210,5831,10466,8610,9246,2670,173,5845,6914,5825,2115,2793,6575,7842,3005,9691,2803,8612,11350,5717,6212,3948,8405,5143,8231,2463,3980,7248,7231,4827,8683,3747,5076,14248,8111,6872,3520,13463,3206,8186,6762,3689,2804,1444,1471,3331,5027,5366,3009,15,25,8,0,0,0,25,88,150,81,2014,2876,3559,5989,4350,3891,8230,0,12252,23740,3440,6702,6038,1746,8086,2852,6975,3630,5877,2288,3641,1346,3705,2528,2210,1226,1292,255,891,309,1557,2532,1757,3667,4257,8708,3481,3652,4790,3122,3370,1139,0,0,13,0,0,5395,7888,8895,3788,11764,7837,8635,5782,3836,2037,2541,449,2138,549,1722,2105,3971,2082,837,21,309,953,1617,4649,7443,1158,13712,5657,4012,2380,9468,1546,29357,20639,23770,11543,24939,3754,1953,11547,5436,30849,3214,4474,4968,5100,8757,5771
"d__Bacteria;  p__Firmicutes;  c__Clostridia;  o__Oscillospirales;  f__UCG-010",9,6,0,0,7,0,6,0,0,0,0,0,0,0,0,0,0,98,252,181,104,27,44,49,264,60,61,19,19,7,0,0,0,15,15,10,0,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,29,0,5,16,0,19,56,5,51,45,12,16,15,0,0,0,0,0,0,0,0,0,0,26,401,923,370,81,362,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,22,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,9,0,0,2,16,0,0,0,0,0,0,0,78,56,76,80,199,171,93,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,16,6,3,8,18
"d__Bacteria;  p__Firmicutes;  c__Clostridia;  o__Oscillospirales;  f__uncultured",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,16,0,0,14,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,6,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"d__Bacteria;  p__Firmicutes;  c__Clostridia;  o__Oscillospirales; NA",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,56,81,17,57,52,52,18,95,32,51,20,22,0,32,0,0,24,0,0,8,22,0,0,0,0,0,0,0,0,36,35,0,0,0,0,0,0,0,0,0,0,12,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51,71,0,0,0,13,5,0,36,5,0,4,3,27,0,7,34,0,0,5,0,0,0,3,0,0,0,0,0,0,0,0,0,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,0,0,0,4,61,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,19,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,18,17,0,5,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,36,46,41,49,6,0,0,0,0,0,0,0,0,0,0,5
"d__Bacteria;  p__Firmicutes;  c__Clostridia;  o__Peptococcales;  f__Peptococcaceae",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,52,31,42,3,97,11,62,7,19,28,0,20,18,0,0,4,17,0,21,78,3,0,0,0,0,0,0,0,76,48,53,29,42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,8,0,0,0,0,0,0,0,0,4,8,0,0,8,9,4,0,0,145,136,11,270,238,0,0,0,0,8,10,20,27,11,0,34,15,38,15,0,0,0,0,0,180,1751,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,4,0,43,0,7,0,5,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,5,4,0,0,0,0,0,0,0,0,0,0,5,17,18,0,0,6,17,0,0,0,6,0,9,0,0,0,0,0,0,0,0,86,97,39,149,0,0,0,0,0,0,0,0,54,38,9,0,0,0,0,0,0,7,24,0,0,20,27
"d__Bacteria;  p__Firmicutes;  c__Clostridia;  o__Peptostreptococcales-Tissierellales;  f__Anaerovoracaceae",2138,710,1141,212,4088,547,642,4,0,0,0,0,0,0,0,0,0,133,168,57,120,171,93,357,365,98,179,139,57,1657,6856,1458,979,510,92,103,45,174,16,0,0,0,25,0,0,0,5,14,10,78,95,0,3,3,5,4,6,3,161,91,32,54,26,0,0,0,0,96,86,44,14,67,101,366,4,29,44,86,48,272,11,40,77,31,76,19,73,64,17,68,246,427,103,40,161,29,36,146,187,80,48,163,4,9,40,6,0,7,5,0,16,19,4,0,0,7,700,143,37,116,0,179,20,0,0,0,0,0,0,44,0,88,585,22,125,86,25,227,67,114,0,44,0,52,0,25,39,0,5,3,0,25,0,727,258,209,53,103,76,21,29,18,18,50,0,5,0,0,0,0,20,22,47,28,56,52,91,15,31,5,23,0,26,0,0,5,2,0,0,0,2,0,0,0,4,6,93,114,353,103,277,13,80,105,94,98,82,180,283,61,304,0,12,41,91,32,21,28
"d__Bacteria;  p__Firmicutes;  c__Clostridia;  o__Peptostreptococcales-Tissierellales;  f__Peptostreptococcaceae",221,96,199,271,11,0,0,335,84,941,361,5,144,31,43,29,360,222,358,108,275,188,110,1764,1110,677,1281,942,921,647,2136,219,137,1250,74,0,163,14,0,309,274,275,262,100,49,159,1665,2683,740,2639,851,52,2505,2676,4628,87,5243,178,1568,188,377,60,157,2473,1273,316,842,2713,2988,553,219,2992,143,87,16,34,5,0,684,1544,72,530,292,343,484,35,668,420,294,390,468,815,638,177,1057,1711,748,808,139,148,54,268,71,300,88,1834,0,1540,1723,1025,1424,3317,749,1218,646,497,2783,1308,922,1668,1250,2708,1020,418,1134,150,708,895,489,641,183,57,702,42,273,39,114,3597,719,0,0,7,0,252,0,0,7,0,292,4,0,5,515,608,588,443,839,301,2300,427,678,702,329,616,792,4,0,388,0,176,170,83,183,32,95,246,33,323,65,98,110,79,38,52,657,712,823,1115,431,17,315,607,522,324,306,73,22,0,12,0,106,0,788,147,927,185,1707,807,1776,1370,1487,1066,65,14,45,92,511,17
"d__Bacteria;  p__Firmicutes;  c__Clostridia;  o__Peptostreptococcales-Tissierellales;  f__Peptostreptococcales-Tissierellales",2,10,0,0,0,0,0,0,0,7,8,0,0,0,0,0,0,0,0,0,0,0,4,44,37,9,14,37,39,5,4048,2775,1312,859,5,0,247,3,0,3,0,3,5,15,0,3,0,2,38,0,0,0,0,4,0,2,8,0,0,0,15,0,20,0,6,0,0,13,63,0,14,77,0,0,0,3,0,0,6,0,0,5,0,0,0,10,0,0,27,0,373,23,34,0,5,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,15,0,2,0,2,421,0,13,0,16,0,8,0,3,4,0,0,2,0,0,0,16,0,12,0,0,41,0,0,0,0,0,66,0,0,0,0,0,0,0,12,0,9,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,55,0,0,0,0,0,0,0,59,77,0,12,98,0,3,0,0,0,0
"d__Bacteria;  p__Firmicutes;  c__Clostridia; NA; NA",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60,84,25,112,90,70,9,6,0,0,5,8,80,329,44,63,155,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,20,39,11,20,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,9,10,0,7,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"d__Bacteria;  p__Firmicutes;  c__Incertae_Sedis;  o__DTU014;  f__DTU014",0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,6,16,0,11,7,3,0,44,19,20,8,5,49,128,25,10,27,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,0,5,0,0,0,12,7,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,7,11,3,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,7,0,0,4
"d__Bacteria;  p__Firmicutes;  c__Negativicutes;  o__Acidaminococcales;  f__Acidaminococcaceae",0,0,0,0,0,0,0,0,3,0,0,901,698,1664,2446,1650,25,0,0,0,0,0,0,1097,321,451,434,57,156,442,598,30,10,55,1273,817,2622,2403,82,10,0,0,0,0,0,0,0,0,98,0,0,0,21,0,0,48,13,135,3908,1371,1170,705,995,0,0,0,0,0,0,0,0,0,757,356,97,358,515,580,358,1308,3,5,9,7,5,3,395,183,286,134,406,0,0,0,0,228,235,1764,1795,1372,476,2807,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1761,0,0,0,0,0,0,491,613,173,1507,811,877,630,1367,555,1138,0,0,0,0,0,0,0,0,0,0,0,0,1567,403,1364,1888,599,1725,1486,0,0,0,0,0,77,154,242,165,520,618,343,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1283,1519,1455,935,52,0,0,0,0,0,155,206,372,190,265,289
"d__Bacteria;  p__Firmicutes;  c__Negativicutes;  o__Veillonellales-Selenomonadales;  f__Selenomonadaceae",0,0,49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,217,128,75,11,17,56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,87,15,7,738,4,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1561,51,15,0,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,12,3,0,0,0,22,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,90,15,102,281,73,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,10,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,17,0,0,0,0,0,0
"d__Bacteria;  p__Firmicutes;  c__Negativicutes;  o__Veillonellales-Selenomonadales;  f__Veillonellaceae",652,125,2878,742,877,132,238,1218,757,437,843,24,9,13,20,30,11,989,1897,973,1098,442,396,45,2201,1015,1062,2000,650,76,275,586,339,139,8,4,25,22,0,4665,3446,1835,9555,578,8999,3610,2597,7993,9634,11487,6223,408,3556,105,2557,324,7286,0,22,0,17,8,13,1896,1018,426,623,8130,7521,5511,2797,5864,44,0,0,9,18,34,0,0,147,505,468,244,392,230,48,15,9,22,34,708,483,275,1155,1286,994,543,68,221,12,31,193,905,1738,496,230,0,937,969,773,259,695,1706,3062,167,53,22,0,8,0,1777,1245,360,551,510,530,734,674,1266,732,1441,2806,267,1300,386,9,30,124,595,243,78,56,917,1117,821,0,4,17,93,0,3,8,427,1209,455,765,5289,292,48,15,11,7,46,36,4540,829,1891,1391,3198,0,0,0,0,0,0,0,909,837,585,683,206,458,210,579,361,483,1927,336,28,224,434,940,1319,2453,736,796,194,377,798,493,98,68,35,80,10,153,1126,932,972,698,11659,0,8,0,0,19,50
"d__Bacteria;  p__Firmicutes;  c__uncultured;  o__uncultured;  f__uncultured",0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,7,22,9,9,0,0,4,24,11,9,21,5,19,25,9,5,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,5,0,0,0,0,0,0,0,0,0,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"d__Bacteria;  p__Firmicutes; NA; NA; NA",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45,76,25,33,36,21,0,0,0,0,0,0,44,138,23,14,54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,5,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,15,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"d__Bacteria;  p__Fusobacteriota;  c__Fusobacteriia;  o__Fusobacteriales;  f__Fusobacteriaceae",0,0,0,0,0,0,0,2,24,0,5,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,5,0,0,0,0,0,949,178,3,8,27,9,0,0,0,0,0,5,0,0,0,0,216,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,5,0,0,0,110,0,9,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,10,0,0,0,0,0,0,0,1163,1365,676,743,555,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0
"d__Bacteria;  p__Patescibacteria;  c__Saccharimonadia;  o__Saccharimonadales;  f__Saccharimonadaceae",0,0,0,0,0,0,0,3,9,22,5,0,0,0,0,0,0,0,6,6,5,0,0,11,8,10,0,0,0,0,0,0,0,0,0,5,0,3,0,0,0,0,2,0,0,0,0,0,4,2,0,0,3,8,5,4,24,0,0,0,0,0,0,0,0,0,17,3,6,0,10,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,3,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,5,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,5,0,0,0,7,6,0,3,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"d__Bacteria;  p__Proteobacteria;  c__Alphaproteobacteria;  o__Rhodospirillales;  f__uncultured",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,831,47,85,250,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,3,15,201,738,14,0,0,44,238,303,89,4,223,244,33,5,145,526,0,0,0,0,0,0,0,0,0,0,0,196,437,38,0,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,292,123,11,0,0,0,0,0,0,0,824,698,602,175,6,4382,325,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,47,74,27,29,127,53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,61,365,79,0,0,0,0,0,0,0,0,0,0,0,0
